,input,output
3754,"\im on gloucesterroad what are uup to later \""""",human
3755,yes here tv is always available in work place,human
3756,yes the only place in town to meet exciting adult singles is now in the uk txt chat to   now  p msg,spam
3757,lol no ouch but wish i'd stayed out a bit longer,human
3758,"god asked, \what is forgiveness \"" a little child gave lovely reply",human
3759,we'll join the lt gt bus,human
3760,was just about to ask will keep this one maybe that's why you didn't get all the messages we sent you on glo,human
3761,free for  st week no  nokia tone   ur mob every week just txt nokia to   get txting and tell ur mates www getzed co uk pobox   w wq norm p tone  ,spam
3762,k i will send in lt gt min,human
3763,would me smoking you out help us work through this difficult time,human
3764,"someone u know has asked our dating service   contact you cant guess who call   now all will be revealed pobox  , s xy  p",spam
3765,yes mum lookin strong,human
3766,"sir goodmorning, once free call me",human
3767,where are you call me,human
3768,was gr  to see that message so when r u leaving congrats dear what school and wat r ur plans,human
3769,love it the girls at the office may wonder why you are smiling but sore,human
3770,"hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",human
3771,does uncle timi help in clearing cars,human
3772,i came hostel i m going to sleep plz call me up before class hrishi,human
3773,ok but bag again,human
3774,hi you just spoke to maneesha v we'd like to know if you were satisfied with the experience reply toll free with yes or no,human
3775,ok lor msg me b  u call,human
3776,"mila, age , blonde, new in uk i look sex with uk guys if u like fun with me text mtalk to      pp txt  st  free å£    increments help ",spam
3777,"once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in  d sea   pass time atlast he had jus  stone, sun rose up amp he found out tht those r nt stones, those were diamonds moral \dont wake up early in d mrng'' good night""",human
3778,"claim a   shopping spree, just call   now have you won mobstorequiz ppm",spam
3779,then ur physics get a,human
3780,"dear friends, sorry for the late information today is the birthday of our loving ar praveesh for more details log on to face book and see its his number lt gt dont miss a delicious treat",human
3781,how r ì_ going to send it to me,human
3782,can you do online transaction,human
3783,dear got train and seat mine lower seat,human
3784,let me know if you need anything else salad or desert or something how many beers shall i get,human
3785,wat r u doing,human
3786,whore you are unbelievable,human
3787,"want to funk up ur fone with a weekly new tone reply tones u   this text www ringtones co uk, the original n best tones  gbp network operator rates apply",spam
3788,are you sure you don't mean \get here,human
3789,"i love you you know can you feel it does it make your belly warm i wish it does, my love i shall meet you in your dreams, ahmad adoring kiss",human
3790,"twinks, bears, scallies, skins and jocks are calling now don't miss the weekend's fun call   at  p min   stop texts call   nat rate",spam
3791,love it i want to flood that pretty pussy with cum,human
3792,hey are you angry with me reply me dr,human
3793,short but cute \be a good person,human
3794,also remember the beads don't come off ever,human
3795,they have a thread on the wishlist section of the forums where ppl post nitro requests start from the last page and collect from the bottom up,human
3796,for the first time in the history 'need' 'comfort' and 'luxury' are sold at same price in india onion rs lt gt petrol rs lt gt beer rs lt gt shesil lt gt,human
3797,"feb lt gt is \i love u\"" day send dis to all ur \""valued frnds\"" evn me if   comes back u'll gt married d person u luv if u ignore dis u will lose ur luv   evr""",human
3798,"actually nvm, got hella cash, we still on for lt gt ish",human
3799,we tried to contact you re your reply to our offer of a video handset   anytime any networks mins unlimited text camcorder reply or call   now,spam
3800,"it's ok, at least armand's still around",human
3801,no da i am happy that we sit together na,human
3802,yup song bro no creative neva test quality he said check review online,human
3803,"no dude, its not fake my frnds got money, thts y i'm reffering u if u member wit my mail link, u vl be credited lt gt rs and il be getiing lt gt rs i can draw my acc wen it is lt gt rs",human
3804,dude while were makin those weirdy brownies my sister made awesome cookies i took pics,human
3805,urgent we are trying to contact you last weekends draw shows that you have won a å£  prize guaranteed call   claim code k  valid  hours only,spam
3806,pls dont restrict her from eating anythin she likes for the next two days,human
3807,mm you ask him to come its enough,human
3808,at the funeral home with audrey and dad,human
3809,"aight, can you text me the address",human
3810,excellent wish we were together right now,human
3811,yep then is fine     or     for ice age,human
3812,pls i wont belive god not only jesus,human
3813,can dunno wat to get   her,human
3814,"not yet chikku k, then wat abt tht guy did he stopped irritating or msging to u",human
3815,how long does it take to get it,human
3816,this is my number by vivek,human
3817,  xmas iscoming ur awarded either å£  cd gift vouchers free entry   r å£  weekly draw txt music to   tnc,spam
3818,"sorry brah, just finished the last of my exams, what up",human
3819,"i got arrested for possession at, i shit you not, lt time gt pm",human
3820,you are right though i can't give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move out if i'm still there after greece but maybe you are ready and should do it now,human
3821,just normal only here,human
3822,"please protect yourself from e threats sib never asks for sensitive information like passwords,atm sms pin thru email never share your password with anybody",human
3823,i miss you so much i'm so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you,human
3824,hi i'm always online on yahoo and would like to chat with you someday,human
3825,"goodmorning,my grandfather expired so am on leave today",human
3826,congratulations u can claim   vip row a tickets   c blu in concert in november or blu gift guaranteed call   to claim ts cs www smsco net costå£   max,spam
3827,where are you what are you doing are yuou working on getting the pc to your mom's did you find a spot that it would work i need you,human
